event_type,official_release_timestamp,original_timezone,release_timestamp_utc,official_source,source_document,source_release_identifier,acquisition_timestamp_utc,verification_basis,broker_wall_timestamp
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m., Wednesday, June 22, 2022 BEA 22—25 Personal Income by State, 1st Quarter 2022 State personal income increased 4.8 percent at an annual rate in the first quarter of 2022 after increasing 3.6 percent in the fourth quarter of",ET,2022-06-22T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-state-1st-quarter-2022,personal-income-state-1st-quarter-2022,2026-09-03T15:47:47.719273Z,official document release or embargo timestamp,2022-06-22T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, June 30, 2022 BEA 22–29 Personal Income and Outlays, May 2022 Personal income increased $113.4 billion (0.5 percent) in May, according to the Bureau of Economic Analysis (tables 3 and 5). Disposable personal ",EDT,2022-06-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-and-outlays-may-2022,personal-income-and-outlays-may-2022,2026-09-03T15:47:40.261979Z,official document release or embargo timestamp,2022-06-30T15:30:00
EMPLOYMENT,"embargoed until USDL-22-1443 8:30 a.m. (ET) Friday, July 8, 2022 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * Pr",ET,2022-07-08T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_07082022.htm,empsit_07082022,2026-09-03T15:44:33.133762Z,official document release or embargo timestamp,2022-07-08T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) July 13, 2022 USDL-22-1470 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media Contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - JUNE 2022 The Consumer Price Index for All Urban Con",ET,2022-07-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_07132022.htm,cpi_07132022,2026-09-03T15:42:44.481562Z,official document release or embargo timestamp,2022-07-13T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators of spending and production have softened. Nonetheless, job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated, reflecting supply and demand imbala",EDT,2022-07-27T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220727a.htm,monetary20220727a,2026-09-03T15:49:02.944320Z,official document release or embargo timestamp,2022-07-27T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday July 29, 2022 BEA 22-37 Personal Income and Outlays, June 2022 Personal income increased $133.5 billion (0.6 percent) in June, according to estimates released today by the Bureau of Economic Analysis (tables 3 a",EDT,2022-07-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-and-outlays-june-2022,personal-income-and-outlays-june-2022,2026-09-03T15:47:37.272844Z,official document release or embargo timestamp,2022-07-29T15:30:00
EMPLOYMENT,"embargoed until USDL-22-1585 8:30 a.m. (ET) Friday, August 5, 2022 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * ",ET,2022-08-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_08052022.htm,empsit_08052022,2026-09-03T15:44:34.557731Z,official document release or embargo timestamp,2022-08-05T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) August 10, 2022 USDL-22-1625 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media Contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - JULY 2022 The Consumer Price Index for All Urban C",ET,2022-08-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_08102022.htm,cpi_08102022,2026-09-03T15:42:45.571709Z,official document release or embargo timestamp,2022-08-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, August 26, 2022 BEA 22-41 Personal Income and Outlays, July 2022 Personal income increased $47.0 billion (0.2 percent) in July, according to estimates released today by the Bureau of Economic Analysis (tables 3",EDT,2022-08-26T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-and-outlays-july-2022,personal-income-and-outlays-july-2022,2026-09-03T15:47:35.759146Z,official document release or embargo timestamp,2022-08-26T15:30:00
EMPLOYMENT,"embargoed until USDL-22-1761 8:30 a.m. (ET) Friday, September 2, 2022 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",ET,2022-09-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_09022022.htm,empsit_09022022,2026-09-03T15:44:35.363363Z,official document release or embargo timestamp,2022-09-02T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, September 13, 2022 USDL-22-1834 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media Contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - AUGUST 2022 The Consumer Price Index f",ET,2022-09-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_09132022.htm,cpi_09132022,2026-09-03T15:42:46.755362Z,official document release or embargo timestamp,2022-09-13T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators point to modest growth in spending and production. Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated, reflecting supply and demand imbalances",EDT,2022-09-21T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220921a.htm,monetary20220921a,2026-09-03T15:49:03.685852Z,official document release or embargo timestamp,2022-09-21T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, September 30, 2022 BEA 22-47 Personal Income and Outlays, August 2022 and Annual Update Personal income increased $71.6 billion (0.3 percent) in August, according to estimates released today by the Bureau of Ec",EDT,2022-09-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-and-outlays-august-2022-and-annual-update,personal-income-and-outlays-august-2022-and-annual-update,2026-09-03T15:47:30.613338Z,official document release or embargo timestamp,2022-09-30T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Thursday, October 6, 2022 BEA 22–50 Personal Consumption Expenditures by State, 2021 State personal consumption expenditures (PCE) increased 12.7 percent in 2021 after decreasing 1.9 percent in 2020 (table 1), accordin",EDT,2022-10-06T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-consumption-expenditures-state-2021,personal-consumption-expenditures-state-2021,2026-09-03T15:47:28.215513Z,official document release or embargo timestamp,2022-10-06T15:30:00
EMPLOYMENT,"embargoed until USDL-22-1967 8:30 a.m. (ET) Friday, October 7, 2022 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 *",ET,2022-10-07T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_10072022.htm,empsit_10072022,2026-09-03T15:44:36.107035Z,official document release or embargo timestamp,2022-10-07T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Thursday, October 13, 2022 USDL-22-1990 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - SEPTEMBER 2022 The Consumer Price Index",ET,2022-10-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_10132022.htm,cpi_10132022,2026-09-03T15:42:47.375716Z,official document release or embargo timestamp,2022-10-13T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, October 28, 2022 BEA 22–52 Personal Income and Outlays, September 2022 Personal income increased $78.9 billion (0.4 percent) in September, according to estimates released today by the Bureau of Economic Analysi",EDT,2022-10-28T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-and-outlays-september-2022,personal-income-and-outlays-september-2022,2026-09-03T15:47:44.794361Z,official document release or embargo timestamp,2022-10-28T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators point to modest growth in spending and production. Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated, reflecting supply and demand imbalances",EDT,2022-11-02T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20221102a.htm,monetary20221102a,2026-09-03T15:49:04.427947Z,official document release or embargo timestamp,2022-11-02T20:00:00
EMPLOYMENT,"embargoed until USDL-22-2097 8:30 a.m. (ET) Friday, November 4, 2022 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2022-11-04T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_11042022.htm,empsit_11042022,2026-09-03T15:44:37.324248Z,official document release or embargo timestamp,2022-11-04T14:30:00
CPI,"embargoed until 8:30 a.m. (ET) Thursday, November 10, 2022 USDL-22-2140 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - OCTOBER 2022 The Consumer Price Index ",ET,2022-11-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_11102022.htm,cpi_11102022,2026-09-03T15:42:47.889840Z,official document release or embargo timestamp,2022-11-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Wednesday, November 16, 2022 BEA 22–56 Personal Income by County and Metropolitan Area, 2021 In 2021, personal income increased in 3,075 counties, decreased in 36, and was unchanged in 3, according to estimates release",EST,2022-11-16T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-county-and-metropolitan-area-2021,personal-income-county-and-metropolitan-area-2021,2026-09-03T15:47:46.263622Z,official document release or embargo timestamp,2022-11-16T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Thursday, December 1, 2022 BEA 22–59 Personal Income and Outlays, October 2022 Personal income increased $155.3 billion (0.7 percent) in October, according to estimates released today by the Bureau of Economic Analysis",EST,2022-12-01T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-and-outlays-october-2022,personal-income-and-outlays-october-2022,2026-09-03T15:47:43.282461Z,official document release or embargo timestamp,2022-12-01T15:30:00
EMPLOYMENT,"embargoed until USDL-22-2236 8:30 a.m. (ET) Friday, December 2, 2022 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2022-12-02T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_12022022.htm,empsit_12022022,2026-09-03T15:44:38.559629Z,official document release or embargo timestamp,2022-12-02T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, December 13, 2022 USDL-22-2304 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - NOVEMBER 2022 The Consumer Price Index ",ET,2022-12-13T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_12132022.htm,cpi_12132022,2026-09-03T15:42:48.549778Z,official document release or embargo timestamp,2022-12-13T15:30:00
FOMC,"For release at 2:00 p.m. EST Share Recent indicators point to modest growth in spending and production. Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated, reflecting supply and demand imbalances",EST,2022-12-14T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20221214a.htm,monetary20221214a,2026-09-03T15:49:05.319431Z,official document release or embargo timestamp,2022-12-14T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Friday, December 23, 2022 BEA 22–65 Personal Income and Outlays, November 2022 Personal income increased $80.1 billion (0.4 percent) in November, according to estimates released today by the Bureau of Economic Analysis",EST,2022-12-23T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2022/personal-income-and-outlays-november-2022,personal-income-and-outlays-november-2022,2026-09-03T15:47:41.760914Z,official document release or embargo timestamp,2022-12-23T15:30:00
EMPLOYMENT,"embargoed until USDL-23-0002 8:30 a.m. (ET) Friday, January 6, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 *",ET,2023-01-06T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_01062023.htm,empsit_01062023,2026-09-03T15:44:39.521269Z,official document release or embargo timestamp,2023-01-06T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Thursday, January 12, 2023 USDL-23-0017 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - DECEMBER 2022 The Consumer Price Index ",ET,2023-01-12T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_01122023.htm,cpi_01122023,2026-09-03T15:42:49.168210Z,official document release or embargo timestamp,2023-01-12T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Friday, January 27, 2023 BEA 23–03 Personal Income and Outlays, December 2022 Personal income increased $49.5 billion (0.2 percent) in December, according to estimates released today by the Bureau of Economic Analysis ",EST,2023-01-27T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-december-2022,personal-income-and-outlays-december-2022,2026-09-03T15:47:53.504135Z,official document release or embargo timestamp,2023-01-27T15:30:00
FOMC,"For release at 2:00 p.m. EST Share The Federal Open Market Committee, at its annual organization meeting this week, unanimously reaffirmed its ""Statement on Longer-Run Goals and Monetary Policy Strategy,"" often known as the consensus statement, and which artic",EST,2023-02-01T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230201b.htm,monetary20230201b,2026-09-03T15:49:06.881923Z,official document release or embargo timestamp,2023-02-01T21:00:00
EMPLOYMENT,"embargoed until USDL-23-0151 8:30 a.m. (ET) Friday, February 3, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 ",ET,2023-02-03T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_02032023.htm,empsit_02032023,2026-09-03T15:44:40.608868Z,official document release or embargo timestamp,2023-02-03T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, February 14, 2023 USDL-23-0277 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - JANUARY 2023 The Consumer Price Index f",ET,2023-02-14T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_02142023.htm,cpi_02142023,2026-09-03T15:42:50.064375Z,official document release or embargo timestamp,2023-02-14T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EST, Friday, February 24, 2023 BEA 23–07 Personal Income and Outlays, January 2023 Personal income increased $131.1 billion (0.6 percent) in January, according to estimates released today by the Bureau of Economic Analysis ",EST,2023-02-24T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-january-2023,personal-income-and-outlays-january-2023,2026-09-03T15:47:55.697578Z,official document release or embargo timestamp,2023-02-24T15:30:00
EMPLOYMENT,"embargoed until USDL-23-0436 8:30 a.m. (ET) Friday, March 10, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * ",ET,2023-03-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_03102023.htm,empsit_03102023,2026-09-03T15:44:41.596202Z,official document release or embargo timestamp,2023-03-10T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, March 14, 2023 USDL-23-0484 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - FEBRUARY 2023 The Consumer Price Index for",ET,2023-03-14T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_03142023.htm,cpi_03142023,2026-09-03T15:42:50.723055Z,official document release or embargo timestamp,2023-03-14T14:30:00
FOMC,For release at 2:00 p.m. EDT Share Recent indicators point to modest growth in spending and production. Job gains have picked up in recent months and are running at a robust pace; the unemployment rate has remained low. Inflation remains elevated. The U.S. ban,EDT,2023-03-22T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230322a.htm,monetary20230322a,2026-09-03T15:49:07.240594Z,official document release or embargo timestamp,2023-03-22T20:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, March 31, 2023 BEA 23–13 Personal Income and Outlays, February 2023 Personal income increased $72.9 billion (0.3 percent) in February, according to estimates released today by the Bureau of Economic Analysis (t",EDT,2023-03-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-february-2023,personal-income-and-outlays-february-2023,2026-09-03T15:47:54.204794Z,official document release or embargo timestamp,2023-03-31T15:30:00
EMPLOYMENT,"embargoed until USDL-23-0630 8:30 a.m. (ET) Friday, April 7, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * P",ET,2023-04-07T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_04072023.htm,empsit_04072023,2026-09-03T15:44:42.582894Z,official document release or embargo timestamp,2023-04-07T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Wednesday, April 12, 2023 USDL-23-0674 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - MARCH 2023 The Consumer Price Index for ",ET,2023-04-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_04122023.htm,cpi_04122023,2026-09-03T15:42:51.307256Z,official document release or embargo timestamp,2023-04-12T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, April 28, 2023 BEA 23–17 Personal Income and Outlays, March 2023 Personal income increased $67.9 billion (0.3 percent) in March, according to estimates released today by the Bureau of Economic Analysis (table 3",EDT,2023-04-28T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-march-2023,personal-income-and-outlays-march-2023,2026-09-03T15:47:59.376810Z,official document release or embargo timestamp,2023-04-28T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Economic activity expanded at a modest pace in the first quarter. Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated. The U.S. banking system is sound and resil",EDT,2023-05-03T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230503a.htm,monetary20230503a,2026-09-03T15:49:08.002449Z,official document release or embargo timestamp,2023-05-03T21:00:00
EMPLOYMENT,"embargoed until USDL-23-0871 8:30 a.m. (ET) Friday, May 5, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * Pre",ET,2023-05-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_05052023.htm,empsit_05052023,2026-09-03T15:44:43.240884Z,official document release or embargo timestamp,2023-05-05T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Wednesday, May 10, 2023 USDL-23-0942 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - APRIL 2023 The Consumer Price Index for Al",ET,2023-05-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_05102023.htm,cpi_05102023,2026-09-03T15:42:51.920910Z,official document release or embargo timestamp,2023-05-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, May 26, 2023 BEA 23–21 Personal Income and Outlays, April 2023 Personal income increased $80.1 billion (0.4 percent at a monthly rate) in April, according to estimates released today by the Bureau of Economic A",EDT,2023-05-26T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-april-2023,personal-income-and-outlays-april-2023,2026-09-03T15:47:51.327496Z,official document release or embargo timestamp,2023-05-26T15:30:00
EMPLOYMENT,"embargoed until USDL-23-1196 8:30 a.m. (ET) Friday, June 2, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * Pr",ET,2023-06-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_06022023.htm,empsit_06022023,2026-09-03T15:44:44.475402Z,official document release or embargo timestamp,2023-06-02T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Tuesday, June 13, 2023 USDL-23-1301 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - MAY 2023 The Consumer Price Index for All U",ET,2023-06-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_06132023.htm,cpi_06132023,2026-09-03T15:42:52.573542Z,official document release or embargo timestamp,2023-06-13T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators suggest that economic activity has continued to expand at a modest pace. Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated. The U.S. banking ",EDT,2023-06-14T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230614a.htm,monetary20230614a,2026-09-03T15:49:08.777373Z,official document release or embargo timestamp,2023-06-14T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, June 30, 2023 BEA 23–28 Personal Income and Outlays, May 2023 Personal income increased $91.2 billion (0.4 percent at a monthly rate) in May, according to estimates released today by the Bureau of Economic Anal",EDT,2023-06-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-may-2023,personal-income-and-outlays-may-2023,2026-09-03T15:48:00.852613Z,official document release or embargo timestamp,2023-06-30T15:30:00
EMPLOYMENT,"embargoed until USDL-23-1498 8:30 a.m. (ET) Friday, July 7, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * Pr",ET,2023-07-07T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_07072023.htm,empsit_07072023,2026-09-03T15:44:45.574965Z,official document release or embargo timestamp,2023-07-07T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Wednesday, July 12, 2023 USDL-23-1523 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - JUNE 2023 The Consumer Price Index for Al",ET,2023-07-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_07122023.htm,cpi_07122023,2026-09-03T15:42:53.242113Z,official document release or embargo timestamp,2023-07-12T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share Recent indicators suggest that economic activity has been expanding at a moderate pace. Job gains have been robust in recent months, and the unemployment rate has remained low. Inflation remains elevated. The U.S. banking sys",EDT,2023-07-26T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230726a.htm,monetary20230726a,2026-09-03T15:49:09.543051Z,official document release or embargo timestamp,2023-07-26T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Friday, July 28, 2023 BEA 23–34 Personal Income and Outlays, June 2023 Personal income increased $69.5 billion (0.3 percent at a monthly rate) in June, according to estimates released today by the Bureau of Economic An",EDT,2023-07-28T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-june-2023,personal-income-and-outlays-june-2023,2026-09-03T15:47:58.671327Z,official document release or embargo timestamp,2023-07-28T15:30:00
EMPLOYMENT,"embargoed until USDL-23-1689 8:30 a.m. (ET) Friday, August 4, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * ",ET,2023-08-04T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_08042023.htm,empsit_08042023,2026-09-03T15:44:46.368031Z,official document release or embargo timestamp,2023-08-04T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Thursday, August 10, 2023 USDL-23-1734 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - JULY 2023 The Consumer Price Index for A",ET,2023-08-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_08102023.htm,cpi_08102023,2026-09-03T15:42:53.900521Z,official document release or embargo timestamp,2023-08-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 a.m. EDT, Thursday, August 31, 2023 BEA 23-39 Personal Income and Outlays, July 2023 Personal income increased $45.0 billion (0.2 percent at a monthly rate) in July, according to estimates released today by the Bureau of Economi",EDT,2023-08-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2023/personal-income-and-outlays-july-2023,personal-income-and-outlays-july-2023,2026-09-03T15:47:57.186048Z,official document release or embargo timestamp,2023-08-31T15:30:00
EMPLOYMENT,"embargoed until USDL-23-1893 8:30 a.m. (ET) Friday, September 1, 2023 Technical information: Household data: (202) 691-6378 * cpsinfo@bls.gov * www.bls.gov/cps Establishment data: (202) 691-6555 * cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902",ET,2023-09-01T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_09012023.htm,empsit_09012023,2026-09-03T15:44:47.414424Z,official document release or embargo timestamp,2023-09-01T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) Wednesday, September 13, 2023 USDL-23-1972 Technical information: (202) 691-7000 * cpi_info@bls.gov * www.bls.gov/cpi Media contact: (202) 691-5902 * PressOffice@bls.gov CONSUMER PRICE INDEX - AUGUST 2023 The Consumer Price Index",ET,2023-09-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_09132023.htm,cpi_09132023,2026-09-03T15:42:54.784284Z,official document release or embargo timestamp,2023-09-13T15:30:00
